Chain,Iteration,MAE before tuning,MAE after tuning,Time
"['lasso', 'knnreg', 'ridge']",0,1.382210363616889,1.3354581349299561,1.1572509999999996
"['lasso', 'knnreg', 'ridge']",1,1.382210363616889,1.3598229801343873,0.9663981999999995
"['lasso', 'knnreg', 'ridge']",2,1.382210363616889,1.3284494078901108,1.0492334000000003
"['lasso', 'knnreg', 'ridge']",3,1.382210363616889,1.241579860289958,1.0352642000000003
"['lasso', 'knnreg', 'ridge']",4,1.382210363616889,1.3636378991013267,1.0192318999999994
"['lasso', 'knnreg', 'ridge']",5,1.382210363616889,1.3880044036937802,1.0220844000000007
"['lasso', 'knnreg', 'ridge']",6,1.382210363616889,1.3236107911938504,1.073554399999999
"['lasso', 'knnreg', 'ridge']",7,1.382210363616889,1.32325452025025,0.955952400000001
"['lasso', 'knnreg', 'ridge']",8,1.382210363616889,1.2225440395271827,0.9354144999999985
"['lasso', 'knnreg', 'ridge']",9,1.382210363616889,1.4268491859973478,0.9445239999999995
"['lasso', 'knnreg', 'ridge']",10,1.382210363616889,1.147336907289663,0.9813199000000008
"['lasso', 'knnreg', 'ridge']",11,1.382210363616889,1.3938846034760197,1.0116363000000028
"['lasso', 'knnreg', 'ridge']",12,1.382210363616889,1.4081569846273756,0.9849676000000009
"['lasso', 'knnreg', 'ridge']",13,1.382210363616889,1.2139067587482626,0.8761954000000003
"['lasso', 'knnreg', 'ridge']",14,1.382210363616889,1.1320954579166111,0.9927384000000004
"['lasso', 'knnreg', 'ridge']",15,1.382210363616889,1.3502574967197465,0.8823124999999976
"['lasso', 'knnreg', 'ridge']",16,1.382210363616889,1.129815494479463,0.9949952999999994
"['lasso', 'knnreg', 'ridge']",17,1.382210363616889,1.3966731920390807,0.9572637000000022
"['lasso', 'knnreg', 'ridge']",18,1.382210363616889,1.1488527576613128,1.0147119000000018
"['lasso', 'knnreg', 'ridge']",19,1.382210363616889,1.3848206873850872,1.0329619
"['lasso', 'knnreg', 'ridge']",20,1.382210363616889,1.3481948039050322,0.8613485999999995
"['lasso', 'knnreg', 'ridge']",21,1.382210363616889,1.3826376734808041,1.0472906999999978
"['lasso', 'knnreg', 'ridge']",22,1.382210363616889,1.3948802887759046,0.9784500999999999
"['lasso', 'knnreg', 'ridge']",23,1.382210363616889,1.3501791260803975,0.9380978999999989
"['lasso', 'knnreg', 'ridge']",24,1.382210363616889,1.1435496255013307,1.1145192999999978
"['lasso', 'knnreg', 'ridge']",25,1.382210363616889,1.3802700485540198,0.977255999999997
"['lasso', 'knnreg', 'ridge']",26,1.382210363616889,1.129905365628997,1.1088912000000022
"['lasso', 'knnreg', 'ridge']",27,1.382210363616889,1.1317238901110123,1.012399600000002
"['lasso', 'knnreg', 'ridge']",28,1.382210363616889,1.3853212545072167,0.8009656000000049
"['lasso', 'knnreg', 'ridge']",29,1.382210363616889,1.1605129576299067,1.1293196000000023
"['lasso', 'knnreg', 'ridge']",30,1.382210363616889,1.1567313434956132,1.0727969000000002
"['lasso', 'knnreg', 'ridge']",31,1.382210363616889,1.3794882810501004,0.8694911999999988
"['lasso', 'knnreg', 'ridge']",32,1.382210363616889,1.243876227607079,1.0062526000000034
"['lasso', 'knnreg', 'ridge']",33,1.382210363616889,1.3844719015792877,0.9511690000000002
"['lasso', 'knnreg', 'ridge']",34,1.382210363616889,1.3606796860715153,0.9527065999999991
"['lasso', 'knnreg', 'ridge']",35,1.382210363616889,1.3552777031008485,1.0470074999999994
"['lasso', 'knnreg', 'ridge']",36,1.382210363616889,1.3633480239461313,1.0563547
"['lasso', 'knnreg', 'ridge']",37,1.382210363616889,1.4707844769316725,1.0337575
"['lasso', 'knnreg', 'ridge']",38,1.382210363616889,1.2718266651571448,1.0380930999999975
"['lasso', 'knnreg', 'ridge']",39,1.382210363616889,1.2676449881833909,0.9459368999999995
"['lasso', 'knnreg', 'ridge']",40,1.382210363616889,1.3860143727982368,0.8502783999999934
"['lasso', 'knnreg', 'ridge']",41,1.382210363616889,1.375650778204935,1.1197558
"['lasso', 'knnreg', 'ridge']",42,1.382210363616889,1.3710250541317364,0.9922540000000026
"['lasso', 'knnreg', 'ridge']",43,1.382210363616889,1.3277109248807017,0.9240725000000012
"['lasso', 'knnreg', 'ridge']",44,1.382210363616889,1.1321800906124622,0.9705469000000022
"['lasso', 'knnreg', 'ridge']",45,1.382210363616889,1.3650175948804053,0.8475948999999972
"['lasso', 'knnreg', 'ridge']",46,1.382210363616889,1.3291667193590122,0.9940059999999988
"['lasso', 'knnreg', 'ridge']",47,1.382210363616889,1.3895629411542276,1.1023970000000034
"['lasso', 'knnreg', 'ridge']",48,1.382210363616889,1.4472876819060068,0.8969962000000038
"['lasso', 'knnreg', 'ridge']",49,1.382210363616889,1.3093076694339894,0.8042589000000007
"['lasso', 'knnreg', 'ridge']",50,1.382210363616889,1.3504381647063626,0.9315567999999956
"['lasso', 'knnreg', 'ridge']",51,1.382210363616889,1.129102122647556,0.9931039000000013
"['lasso', 'knnreg', 'ridge']",52,1.382210363616889,1.3716423183211366,0.9167673999999977
"['lasso', 'knnreg', 'ridge']",53,1.382210363616889,1.256672981000888,0.8995145999999963
"['lasso', 'knnreg', 'ridge']",54,1.382210363616889,1.4346269294498066,0.852344599999995
"['lasso', 'knnreg', 'ridge']",55,1.382210363616889,1.1531274460264138,0.8862092999999973
"['lasso', 'knnreg', 'ridge']",56,1.382210363616889,1.367366833189178,1.0317184999999967
"['lasso', 'knnreg', 'ridge']",57,1.382210363616889,1.3880736691763536,1.062752500000009
"['lasso', 'knnreg', 'ridge']",58,1.382210363616889,1.343078868812662,0.9276435999999961
"['lasso', 'knnreg', 'ridge']",59,1.382210363616889,1.1321408874356145,1.0139668000000057
"['lasso', 'knnreg', 'ridge']",60,1.382210363616889,1.1951584047023844,0.9429167999999919
"['lasso', 'knnreg', 'ridge']",61,1.382210363616889,1.316365682090723,0.8789735999999948
"['lasso', 'knnreg', 'ridge']",62,1.382210363616889,1.3427794220160865,0.9619627000000008
"['lasso', 'knnreg', 'ridge']",63,1.382210363616889,1.3694209247138192,0.9673666000000054
"['lasso', 'knnreg', 'ridge']",64,1.382210363616889,1.381749390966006,0.8565212999999972
"['lasso', 'knnreg', 'ridge']",65,1.382210363616889,1.1314153920487744,0.9286524999999983
"['lasso', 'knnreg', 'ridge']",66,1.382210363616889,1.3676662521659484,0.9057808999999963
"['lasso', 'knnreg', 'ridge']",67,1.382210363616889,1.3434796527957191,1.0300823999999977
"['lasso', 'knnreg', 'ridge']",68,1.382210363616889,1.1332245666768095,1.0061388999999963
"['lasso', 'knnreg', 'ridge']",69,1.382210363616889,1.4289985397315796,0.8534580000000034
"['lasso', 'knnreg', 'ridge']",70,1.382210363616889,1.3786673373382927,0.9203284999999966
"['lasso', 'knnreg', 'ridge']",71,1.382210363616889,1.3431079263779844,0.9774803999999904
"['lasso', 'knnreg', 'ridge']",72,1.382210363616889,1.3756831697490468,0.8784833999999933
"['lasso', 'knnreg', 'ridge']",73,1.382210363616889,1.2210432925794672,1.0973194999999976
"['lasso', 'knnreg', 'ridge']",74,1.382210363616889,1.3169469987498708,0.9756989000000118
"['lasso', 'knnreg', 'ridge']",75,1.382210363616889,1.1363217968111616,1.0225262000000015
"['lasso', 'knnreg', 'ridge']",76,1.382210363616889,1.2001740257883735,0.999978200000001
"['lasso', 'knnreg', 'ridge']",77,1.382210363616889,1.3543939171198385,1.1315687999999966
"['lasso', 'knnreg', 'ridge']",78,1.382210363616889,1.3731164370641122,1.0627265000000108
"['lasso', 'knnreg', 'ridge']",79,1.382210363616889,1.379230707119872,0.9793866999999921
"['lasso', 'knnreg', 'ridge']",80,1.382210363616889,1.373404855004969,0.9976106000000016
"['lasso', 'knnreg', 'ridge']",81,1.382210363616889,1.1354139911956778,0.9859165000000019
"['lasso', 'knnreg', 'ridge']",82,1.382210363616889,1.3764370252582017,0.9404097000000036
"['lasso', 'knnreg', 'ridge']",83,1.382210363616889,1.1907205405402128,0.8699088999999987
"['lasso', 'knnreg', 'ridge']",84,1.382210363616889,1.1327687211985866,1.0288468000000108
"['lasso', 'knnreg', 'ridge']",85,1.382210363616889,1.1336164933804842,0.9682275999999916
"['lasso', 'knnreg', 'ridge']",86,1.382210363616889,1.304168881657912,0.9050595999999871
"['lasso', 'knnreg', 'ridge']",87,1.382210363616889,1.1463723274809747,0.9314401999999973
"['lasso', 'knnreg', 'ridge']",88,1.382210363616889,1.1668922375645074,1.020199599999998
"['lasso', 'knnreg', 'ridge']",89,1.382210363616889,1.1306847246960323,0.9661049000000048
"['lasso', 'knnreg', 'ridge']",90,1.382210363616889,1.169221701503997,0.9076569000000063
"['lasso', 'knnreg', 'ridge']",91,1.382210363616889,1.4091153517654138,0.9520688000000064
"['lasso', 'knnreg', 'ridge']",92,1.382210363616889,1.342564415731227,0.9588837000000012
"['lasso', 'knnreg', 'ridge']",93,1.382210363616889,1.400739471951645,0.9239887999999894
"['lasso', 'knnreg', 'ridge']",94,1.382210363616889,1.2140632049641917,0.9446764000000059
"['lasso', 'knnreg', 'ridge']",95,1.382210363616889,1.3665760241294753,0.9899245000000008
"['lasso', 'knnreg', 'ridge']",96,1.382210363616889,1.390872492263217,1.040674800000005
"['lasso', 'knnreg', 'ridge']",97,1.382210363616889,1.327750758104713,0.9580597000000068
"['lasso', 'knnreg', 'ridge']",98,1.382210363616889,1.3324120746888626,0.9642434000000009
"['lasso', 'knnreg', 'ridge']",99,1.382210363616889,1.1628620291152136,0.8888290999999953
"['xgbreg', 'svr', 'ridge']",0,1.2140267954788522,1.299063178099837,5.773564300000004
"['xgbreg', 'svr', 'ridge']",1,1.2276887580812847,1.2124853282937078,5.89299539999999
"['xgbreg', 'svr', 'ridge']",2,1.2227640201676298,1.2602312052949005,6.422456100000005
"['xgbreg', 'svr', 'ridge']",3,1.2264504561624066,1.1591121493185592,5.616892099999987
"['xgbreg', 'svr', 'ridge']",4,1.2109475235043505,1.147232429829559,4.5935334000000125
"['xgbreg', 'svr', 'ridge']",5,1.2286973609322949,1.1556134934899966,5.376445899999993
"['xgbreg', 'svr', 'ridge']",6,1.2252615073925586,1.171157131659762,4.355320699999993
"['xgbreg', 'svr', 'ridge']",7,1.214848171567617,1.1700996823862873,4.6574362000000065
"['xgbreg', 'svr', 'ridge']",8,1.2243936126749333,1.1860328226422818,6.102316599999995
"['xgbreg', 'svr', 'ridge']",9,1.210487795336922,1.2603431363106257,5.169341299999985
"['xgbreg', 'svr', 'ridge']",10,1.238647903624148,1.2034419119370159,5.361501000000004
"['xgbreg', 'svr', 'ridge']",11,1.2264212373462686,1.1617429685972438,5.272955400000001
"['xgbreg', 'svr', 'ridge']",12,1.2312000585465945,1.1921246032012844,5.6293725000000165
"['xgbreg', 'svr', 'ridge']",13,1.2273554472627675,1.2025975325870533,5.6452837000000216
"['xgbreg', 'svr', 'ridge']",14,1.2318397720102463,1.1519148371061432,5.10067890000002
"['xgbreg', 'svr', 'ridge']",15,1.2187816404931053,1.173475872382957,4.015642599999978
"['xgbreg', 'svr', 'ridge']",16,1.223559495986911,1.1551670109260488,4.74803129999998
"['xgbreg', 'svr', 'ridge']",17,1.2239540361121974,1.1643531752593042,4.092151699999988
"['xgbreg', 'svr', 'ridge']",18,1.2092900265165447,1.1539504585098233,4.222165500000017
"['xgbreg', 'svr', 'ridge']",19,1.2370208260361346,1.186982214868117,5.003864700000008
"['xgbreg', 'svr', 'ridge']",20,1.2300783690174002,1.3085160555233333,5.089153199999998
"['xgbreg', 'svr', 'ridge']",21,1.2383719699783855,1.165149122685823,4.347061800000006
"['xgbreg', 'svr', 'ridge']",22,1.217824031776664,1.1689361305169568,4.067078699999996
