MAE,MAPE,Len_forecast,Time
0.0927827819406953,10.417244347498752,10,25.098343799999952
0.07470681027030222,8.463037600749363,10,223.5171312
0.06035831575831735,7.372627026862877,10,38.88117050000005
0.06903264379918508,7.475891115905001,10,20.176270000000045
0.153,17.48112843686669,10,36.11554130000002
0.03537894156853394,4.040755689800905,10,23.14897719999999
0.08556489958381773,10.018290193429216,10,27.220544700000005
0.050871469116309395,5.8497490401023855,10,28.708348099999967
0.10286866630958758,11.913984341009503,50,44.091426100000035
0.11555969567642194,13.71337434190399,50,58.92116120000003
0.13785885771303683,15.788803346159963,50,42.45657410000001
0.13040000000000004,14.98333440918663,50,40.467707700000005
0.13664816035686295,15.749515274269237,50,49.6875528999999
0.13314583706287547,15.238352189295448,50,45.55678499999999
0.13210000000000005,15.555298952107806,50,72.7290751999999
0.12552542142406964,14.452228806377077,50,53.64582769999993
0.12689665212241594,14.585324216323714,100,74.2596595
0.11402834588551924,13.512563211137083,100,81.22248620000005
0.12171271439679501,14.113196110393817,100,86.6896127
0.1282271601177174,14.879426198936574,100,84.98316349999982
0.113390776695564,13.343640268699849,100,85.96725059999994
0.1285092315799664,14.865576741677506,100,79.62247470000011
0.12815487436388945,13.819249579447213,100,78.24219319999997
0.13899743188879787,15.772250901535303,100,61.99444059999996
0.20653749430670798,24.25154564315693,150,123.46110780000004
0.2099856176632713,24.597650125306036,150,114.44998209999994
0.2063784649029592,24.23350979377578,150,106.16963990000022
0.2074501453839323,24.383057077587107,150,105.61856320000015
0.2149608279342715,25.012024606739487,150,111.68290919999981
0.21143269291890054,24.7907962928343,150,111.54488059999994
0.2176689588869192,25.407191729902827,150,105.02790929999992
0.21584771862331395,25.09520558424141,150,127.16915180000024
0.13744670043592064,14.451704363033361,200,128.88764309999988
0.16590786044098293,18.50942311928724,200,151.85032039999987
0.16613622444687628,18.627734041689884,200,144.17861819999962
0.18111915603527912,20.14363528622396,200,126.13675799999965
0.154228670828196,17.012209155211313,200,132.22348969999985
0.1607750981870884,18.262856980577006,200,149.0556489999999
0.16821462710987617,18.841656930681545,200,152.0174379
0.18285187804849784,20.60340305426741,200,130.87385989999984
0.21106987385859885,22.40358827559763,400,244.67240999999967
0.2310822683457237,24.561804256125185,400,280.7239491
0.1995023584546389,21.087968921281053,400,267.3724664000001
0.2205582026458725,23.382191103830067,400,217.19088269999975
0.2601509420931235,27.74255433367995,400,339.39387739999984
0.2214572447397144,23.528368115807606,400,225.7300879000004
0.21448337526193714,22.78816829081174,400,296.82324229999995
0.22631222567154463,23.98773927893236,400,230.03822050000053
0.16203378649199768,15.911310355736981,500,333.6038673999992
0.17255659227044726,17.53260911795879,500,334.09622860000036
0.17286198850043927,17.71505769478016,500,308.9187132999996
0.17257216563600167,17.53504784724092,500,471.54999379999936
0.17352441883757683,17.652775854191614,500,341.8262144999999
0.17445290070190847,17.556800837402285,500,320.03867699999955
0.17352441883757683,17.652775854191617,500,309.26306810000005
0.17359310990564347,17.497512418888608,500,339.36590270000124
0.18276060921759588,16.180021862863043,700,483.4459885000015
0.1526807541226606,13.887119605270797,700,422.5589817
0.18228015564202332,15.949595663031813,700,459.6737807999998
0.16431016273962326,14.841378635143887,700,460.47150689999944
0.17559192461762532,16.32929803670729,700,427.039566200001
0.17250430190267038,15.259980438379955,700,409.08791849999943
0.17915940170709016,16.04333236897328,700,412.90648340000007
0.17192880625694143,15.191112295466835,700,482.88897689999976
