U,V,Date
-8.957873888411433,-7.3849743397522225,2015-03-01 00:00:00
-7.29694992926244,-7.546935945978031,2015-03-01 01:00:00
-5.254711548088363,-7.020697057062526,2015-03-01 02:00:00
-3.816385645320163,-6.869096631032981,2015-03-01 03:00:00
-2.516360310125829,-7.302084898182112,2015-03-01 04:00:00
-1.4468359208879373,-8.435270816489282,2015-03-01 05:00:00
0.16996357146367846,-9.934915318580101,2015-03-01 06:00:00
2.350502520211622,-11.51308666005313,2015-03-01 07:00:00
4.781299638855131,-12.439594299708512,2015-03-01 08:00:00
6.526521086811051,-13.222681392436662,2015-03-01 09:00:00
8.198640806192213,-14.499833182944553,2015-03-01 10:00:00
8.29742692588783,-16.352848462255313,2015-03-01 11:00:00
9.101545940210162,-16.814738968899288,2015-03-01 12:00:00
9.688335491202134,-15.809159164588207,2015-03-01 13:00:00
9.943203680016827,-15.157495462770562,2015-03-01 14:00:00
10.151971679640234,-15.00316841037358,2015-03-01 15:00:00
10.343616751849734,-14.838480177780333,2015-03-01 16:00:00
10.743371249551334,-14.34768743164152,2015-03-01 17:00:00
11.220837494746823,-13.072171616954092,2015-03-01 18:00:00
11.061462554971225,-12.80114495603077,2015-03-01 19:00:00
10.72361402561221,-12.200741829920956,2015-03-01 20:00:00
10.406181294323625,-11.892633050400478,2015-03-01 21:00:00
10.383789773859284,-11.579616343418614,2015-03-01 22:00:00
9.978766683107251,-11.151536003730872,2015-03-01 23:00:00
9.35838985141877,-10.965034760198122,2015-03-02 00:00:00
8.317184149826954,-10.839064622022493,2015-03-02 01:00:00
7.4307433690916085,-10.476423315153259,2015-03-02 02:00:00
6.785999294544874,-9.786041518917996,2015-03-02 03:00:00
5.859385491799976,-9.175277212611917,2015-03-02 04:00:00
4.670659184796039,-8.706297477412607,2015-03-02 05:00:00
3.9284461388162946,-7.849046147490145,2015-03-02 06:00:00
3.1513286638774325,-6.889273666152022,2015-03-02 07:00:00
2.7858200210036452,-5.69773794358168,2015-03-02 08:00:00
2.280693662293385,-4.521471328668992,2015-03-02 09:00:00
2.3788212078576993,-3.217053274486724,2015-03-02 10:00:00
2.031752640660428,-2.1542143164594494,2015-03-02 11:00:00
1.7623958209570423,-0.9877635564695368,2015-03-02 12:00:00
1.41203438310325,-0.15014393639262913,2015-03-02 13:00:00
1.0333542576033807,0.7856342329120414,2015-03-02 14:00:00
0.24635817069495647,1.743770738429702,2015-03-02 15:00:00
-0.3588714559735302,2.8475090919685444,2015-03-02 16:00:00
-1.1682590633462944,3.386290462174264,2015-03-02 17:00:00
-2.127801572656398,3.7598382745132497,2015-03-02 18:00:00
-3.3948982012855264,4.215730203148858,2015-03-02 19:00:00
-4.882617163901535,4.779051210661518,2015-03-02 20:00:00
-6.0548791176228685,5.7022868986759745,2015-03-02 21:00:00
-7.649945663641449,6.34740669721177,2015-03-02 22:00:00
-8.801133245161052,6.1031009746893385,2015-03-02 23:00:00
-9.137006052126154,6.649516898723884,2015-03-03 00:00:00
-9.301649584952184,7.373708861915378,2015-03-03 01:00:00
-9.766602921652892,8.063545332877153,2015-03-03 02:00:00
-10.519353153733501,8.658495206252091,2015-03-03 03:00:00
-10.259216371868375,8.932248493542852,2015-03-03 04:00:00
-10.510791690026549,10.031624244893793,2015-03-03 05:00:00
-10.981672193908995,9.872389265035423,2015-03-03 06:00:00
-11.486139978487952,10.328826518944519,2015-03-03 07:00:00
-10.508815967632636,10.183769996196826,2015-03-03 08:00:00
-8.839330544776692,9.730604693928655,2015-03-03 09:00:00
-7.183675178678131,11.953895833937478,2015-03-03 10:00:00
-3.5259544534150464,11.240065050942249,2015-03-03 11:00:00
-0.5044163389917409,10.362636685900748,2015-03-03 12:00:00
0.38795160892534253,10.139598649044332,2015-03-03 13:00:00
0.04483448651589561,10.65384038194311,2015-03-03 14:00:00
-0.05526878144233072,11.037749374478361,2015-03-03 15:00:00
-0.06712311580580477,10.904144682473905,2015-03-03 16:00:00
-0.8093361617855487,10.460249909855024,2015-03-03 17:00:00
-0.8402891459568423,10.408444008873705,2015-03-03 18:00:00
0.6908957093252381,10.113968361190416,2015-03-03 19:00:00
1.5516520989397236,9.561553859147509,2015-03-03 20:00:00
1.4745989255771412,9.879478493590762,2015-03-03 21:00:00
1.379764250669348,8.982418418703709,2015-03-03 22:00:00
3.240236171603489,9.511929259260139,2015-03-03 23:00:00
3.7190195650615845,9.941645574768344,2015-03-04 00:00:00
3.974546328007583,9.669528263298046,2015-03-04 01:00:00
4.591630289039545,9.064217209726843,2015-03-04 02:00:00
5.7276706655391525,7.62892108990756,2015-03-04 03:00:00
7.486722170252458,3.9648805773445757,2015-03-04 04:00:00
9.918177863027271,-0.3797258765308962,2015-03-04 05:00:00
10.393009811697542,-2.3090866941299195,2015-03-04 06:00:00
10.875086075812158,-3.8861673850559724,2015-03-04 07:00:00
11.599517620246692,-5.644841392053386,2015-03-04 08:00:00
11.602810490903211,-6.52826833510325,2015-03-04 09:00:00
10.917234820215622,-6.907269400177111,2015-03-04 10:00:00
10.925137709791272,-6.971617782448645,2015-03-04 11:00:00
11.32752650401809,-6.889818991425509,2015-03-04 12:00:00
11.75757541175968,-6.724040108285288,2015-03-04 13:00:00
12.129669795946509,-6.197801219369782,2015-03-04 14:00:00
11.901144572383979,-6.107277223970845,2015-03-04 15:00:00
11.013386643386024,-6.584436838272469,2015-03-04 16:00:00
10.48718591247403,-6.751851697233153,2015-03-04 17:00:00
10.001816777702894,-7.0632324283945565,2015-03-04 18:00:00
8.659642698105097,-7.612920304070027,2015-03-04 19:00:00
7.549945286857653,-6.5784382602641065,2015-03-04 20:00:00
6.737923382959673,-5.263113700612087,2015-03-04 21:00:00
6.17484250069465,-4.385685335570587,2015-03-04 22:00:00
