Chain,Iteration,MAE before tuning,MAE after tuning,Time
"['lasso', 'knnreg', 'ridge']",0,1.382210363616889,1.1313402158563397,5.294566099999884
"['lasso', 'knnreg', 'ridge']",1,1.382210363616889,1.1324657265551443,5.613468600000033
"['lasso', 'knnreg', 'ridge']",2,1.382210363616889,1.1363841446976992,5.212354699999651
"['lasso', 'knnreg', 'ridge']",3,1.382210363616889,1.1378142320006899,5.292964600000232
"['lasso', 'knnreg', 'ridge']",4,1.382210363616889,1.1362163576994944,5.251835300000039
"['lasso', 'knnreg', 'ridge']",5,1.382210363616889,1.1303831958166495,5.284058799999912
"['lasso', 'knnreg', 'ridge']",6,1.382210363616889,1.1350862863323128,5.165172099999836
"['lasso', 'knnreg', 'ridge']",7,1.382210363616889,1.1284012971547577,5.244332100000065
"['lasso', 'knnreg', 'ridge']",8,1.382210363616889,1.135064658457047,4.966994399999749
"['lasso', 'knnreg', 'ridge']",9,1.382210363616889,1.1342882847551412,5.068469499999992
"['lasso', 'knnreg', 'ridge']",10,1.382210363616889,1.1322251428225414,5.1094106000000465
"['lasso', 'knnreg', 'ridge']",11,1.382210363616889,1.1319086827651907,5.341072700000041
"['lasso', 'knnreg', 'ridge']",12,1.382210363616889,1.1295195485652894,5.174713400000201
"['lasso', 'knnreg', 'ridge']",13,1.382210363616889,1.1366238879371668,5.1502534999999625
"['lasso', 'knnreg', 'ridge']",14,1.382210363616889,1.1331828457097688,5.383244799999829
"['lasso', 'knnreg', 'ridge']",15,1.382210363616889,1.1305774056704243,5.358734300000378
"['lasso', 'knnreg', 'ridge']",16,1.382210363616889,1.1345858729912355,5.354225900000074
"['lasso', 'knnreg', 'ridge']",17,1.382210363616889,1.1315972558379241,5.2917812000000595
"['lasso', 'knnreg', 'ridge']",18,1.382210363616889,1.1300983129903466,5.276904100000138
"['lasso', 'knnreg', 'ridge']",19,1.382210363616889,1.1360189866922132,5.242228300000079
"['lasso', 'knnreg', 'ridge']",20,1.382210363616889,1.1299174974530655,5.220723700000235
"['lasso', 'knnreg', 'ridge']",21,1.382210363616889,1.1438077497340775,5.1723573999997825
"['lasso', 'knnreg', 'ridge']",22,1.382210363616889,1.1341973071017426,5.350952100000086
"['lasso', 'knnreg', 'ridge']",23,1.382210363616889,1.1326559608334705,4.938211499999852
"['lasso', 'knnreg', 'ridge']",24,1.382210363616889,1.1318783228077203,5.236292300000059
"['lasso', 'knnreg', 'ridge']",25,1.382210363616889,1.1287727608067522,5.386714100000063
"['lasso', 'knnreg', 'ridge']",26,1.382210363616889,1.1313838308661215,5.2168743000002
"['lasso', 'knnreg', 'ridge']",27,1.382210363616889,1.137482626517719,5.393863199999942
"['lasso', 'knnreg', 'ridge']",28,1.382210363616889,1.1351711320010802,5.009158300000308
"['lasso', 'knnreg', 'ridge']",29,1.382210363616889,1.1305800124983532,5.353681600000073
"['lasso', 'knnreg', 'ridge']",30,1.382210363616889,1.1324705624359397,5.156089999999949
"['lasso', 'knnreg', 'ridge']",31,1.382210363616889,1.1295564173325254,5.13836769999989
"['lasso', 'knnreg', 'ridge']",32,1.382210363616889,1.1312802415888055,5.380099399999835
"['lasso', 'knnreg', 'ridge']",33,1.382210363616889,1.1397564088544372,5.0549575
"['lasso', 'knnreg', 'ridge']",34,1.382210363616889,1.1380593527244445,5.188519099999667
"['lasso', 'knnreg', 'ridge']",35,1.382210363616889,1.13440028805553,5.279553299999861
