U,V,Date
0.43814007724189874,-1.4490152256878772,2010-03-01 00:00:00
-0.2665240929917054,-1.2812192177395245,2010-03-01 01:00:00
-0.8202778834053694,-0.6973575982457667,2010-03-01 02:00:00
-1.2187561177233102,-0.07126160940446447,2010-03-01 03:00:00
-1.434520545069175,0.15931521784429203,2010-03-01 04:00:00
-2.1379375220811268,-0.01590034147592645,2010-03-01 05:00:00
-2.9049613533973506,-0.4878979556707823,2010-03-01 06:00:00
-2.8544500279204286,-1.229282358136463,2010-03-01 07:00:00
-1.9658248574930959,-1.9974912924850432,2010-03-01 08:00:00
-1.196306639733567,-2.564230870351418,2010-03-01 09:00:00
-0.41681087620081914,-2.8438908835986725,2010-03-01 10:00:00
0.31903312457409494,-2.79366622815835,2010-03-01 11:00:00
1.0218265049752204,-2.7719783087636642,2010-03-01 12:00:00
1.5125970376954385,-2.6618265076275014,2010-03-01 13:00:00
1.931653960170644,-2.543113685677646,2010-03-01 14:00:00
2.285233238509098,-2.341073594474527,2010-03-01 15:00:00
2.5415314455586655,-2.222360772524673,2010-03-01 16:00:00
2.8770264221831603,-2.0990820728075157,2010-03-01 17:00:00
3.463830832970613,-1.9444129634401561,2010-03-01 18:00:00
3.9963823386161867,-1.9438422287192434,2010-03-01 19:00:00
4.484034888282274,-2.0916625214356497,2010-03-01 20:00:00
4.767147749597368,-2.2001021184090748,2010-03-01 21:00:00
5.10139553300021,-2.3125368584288895,2010-03-01 22:00:00
5.2591654755392385,-2.257175590500351,2010-03-01 23:00:00
6.148414242577397,-2.37246400412473,2010-03-02 00:00:00
6.749561375413853,-2.616738464675393,2010-03-02 01:00:00
7.117483375801309,-3.1446680815196997,2010-03-02 02:00:00
6.9983764231335055,-3.6748806372476572,2010-03-02 03:00:00
6.455847371714713,-3.2873517617478907,2010-03-02 04:00:00
6.250684086752893,-2.84332014887776,2010-03-02 05:00:00
6.033048869574551,-2.2314925280592766,2010-03-02 06:00:00
5.897104808414439,-1.642494296077304,2010-03-02 07:00:00
5.724992143826409,-1.3725367730855667,2010-03-02 08:00:00
5.413193838413309,-1.4883959214308577,2010-03-02 09:00:00
4.763406169932411,-1.5911281711951555,2010-03-02 10:00:00
4.605012630782556,-1.4695616756407366,2010-03-02 11:00:00
4.738462305499363,-1.272658196925833,2010-03-02 12:00:00
4.979794193889101,-1.014115368352351,2010-03-02 13:00:00
4.912445759919872,-1.2321360317410266,2010-03-02 14:00:00
4.995384109159756,-1.2709459927630948,2010-03-02 15:00:00
5.0758280719563365,-1.4883959214308577,2010-03-02 16:00:00
5.049637014301636,-1.7743340166081525,2010-03-02 17:00:00
5.040906661750069,-1.881632144139752,2010-03-02 18:00:00
5.165002387304482,-1.7172605445168763,2010-03-02 19:00:00
5.225491258554624,-1.502664289453677,2010-03-02 20:00:00
5.206783360229838,-1.430180979897756,2010-03-02 21:00:00
5.242328367046931,-1.487825186709945,2010-03-02 22:00:00
5.230480031441234,-1.8559490816986781,2010-03-02 23:00:00
5.536665967356897,-1.940417820393767,2010-03-03 00:00:00
6.226363818930672,-2.084813704784696,2010-03-03 01:00:00
6.740831022862285,-2.247473100244834,2010-03-03 02:00:00
6.9098257043961855,-2.9723061958040446,2010-03-03 03:00:00
6.619853280362003,-3.1617901231470826,2010-03-03 04:00:00
6.345470771598476,-3.7736177439655654,2010-03-03 05:00:00
5.764278730308459,-4.033302041980873,2010-03-03 06:00:00
5.266648634869153,-3.8695011770789103,2010-03-03 07:00:00
5.022822360036109,-3.6611830039457507,2010-03-03 08:00:00
4.880642332767736,-3.592694837436219,2010-03-03 09:00:00
4.472186552676576,-3.79930080640664,2010-03-03 10:00:00
4.376152674609342,-3.8187057869176737,2010-03-03 11:00:00
4.265152477882278,-3.746222477361753,2010-03-03 12:00:00
4.200298430356353,-3.7171150065952014,2010-03-03 13:00:00
4.041281294595673,-3.684012392782262,2010-03-03 14:00:00
3.815539321476589,-3.6680318205967044,2010-03-03 15:00:00
3.5187073347233184,-3.539045773670419,2010-03-03 16:00:00
3.511224175393404,-3.2028830230528014,2010-03-03 17:00:00
3.7550504502264475,-2.9825794207804748,2010-03-03 18:00:00
3.819280901141546,-3.0094039526633747,2010-03-03 19:00:00
4.001994708113623,-3.07675064973108,2010-03-03 20:00:00
4.035045328487411,-3.081887262219295,2010-03-03 21:00:00
4.1466691218253,-3.2228587382847484,2010-03-03 22:00:00
4.165377020150086,-2.9272181528519363,2010-03-03 23:00:00
4.238961420227578,-2.6846558964640117,2010-03-04 00:00:00
4.443501108578571,-2.6127433216290035,2010-03-04 01:00:00
5.009103234597933,-2.492889030237323,2010-03-04 02:00:00
5.517334472421284,-2.3096831848243253,2010-03-04 03:00:00
5.694435909895925,-2.2663073460349556,2010-03-04 04:00:00
5.562857025011597,-2.2115168128273304,2010-03-04 05:00:00
5.708778631944927,-2.314249062591627,2010-03-04 06:00:00
5.9501105203346665,-2.3964348624030656,2010-03-04 07:00:00
5.860312608375693,-2.537406338468518,2010-03-04 08:00:00
5.547890706351768,-2.7405878991134625,2010-03-04 09:00:00
5.33773864850334,-2.7577099407408454,2010-03-04 10:00:00
5.144423699147218,-2.9648866444321786,2010-03-04 11:00:00
5.039659468528416,-3.0681896289173887,2010-03-04 12:00:00
4.864428820886255,-3.0653359553128254,2010-03-04 13:00:00
4.686703786800789,-3.0111161568261124,2010-03-04 14:00:00
4.643675620653781,-2.808505330902081,2010-03-04 15:00:00
4.631827285048083,-2.766841696275449,2010-03-04 16:00:00
4.557619288359765,-2.752002593531718,2010-03-04 17:00:00
4.533299020537544,-2.704631611695958,2010-03-04 18:00:00
4.329382928797377,-2.599045688327097,2010-03-04 19:00:00
3.9995003216703178,-2.436386292866959,2010-03-04 20:00:00
3.6322019178936866,-2.0962283992029516,2010-03-04 21:00:00
3.261785531062925,-1.1442428847204609,2010-03-04 22:00:00
2.822149920430455,-0.8486022992876492,2010-03-04 23:00:00
2.8439758018093717,-0.45879048490423147,2010-03-05 00:00:00
3.0840604969774583,0.08283676524198169,2010-03-05 01:00:00
3.731353779015052,0.5086048670429038,2010-03-05 02:00:00
5.07520447534551,0.08340749996289443,2010-03-05 03:00:00
5.661385289522136,-0.852026707613126,2010-03-05 04:00:00
4.98166498372158,-0.7144796398731497,2010-03-05 05:00:00
4.938636817574572,-0.7926702966381984,2010-03-05 06:00:00
5.098277549946079,-1.1744918249288376,2010-03-05 07:00:00
5.337115051892513,-1.527205882452926,2010-03-05 08:00:00
5.596531241996212,-2.188687423990819,2010-03-05 09:00:00
5.108255095719298,-2.7993735753674773,2010-03-05 10:00:00
5.000372882046366,-2.5237087051666123,2010-03-05 11:00:00
4.902468214146653,-2.340502859753615,2010-03-05 12:00:00
4.5825631527928135,-2.2588877946630896,2010-03-05 13:00:00
4.001994708113623,-2.2514682432912236,2010-03-05 14:00:00
3.6091288432931172,-2.321668613963493,2010-03-05 15:00:00
3.2923417649934086,-2.4261130678905296,2010-03-05 16:00:00
2.963082754477176,-2.6521240173719844,2010-03-05 17:00:00
2.56211013371593,-2.9061009681781638,2010-03-05 18:00:00
2.17173865533873,-3.2542491479349502,2010-03-05 19:00:00
1.7333502379279127,-3.3404300907927773,2010-03-05 20:00:00
1.2662763764190903,-2.9745891346876956,2010-03-05 21:00:00
1.536293708906834,-2.2337754669429275,2010-03-05 22:00:00
1.2538044442025662,-1.7720510777245015,2010-03-05 23:00:00
1.1110008203233668,-1.177916233254314,2010-03-06 00:00:00
0.5846852807860554,-1.0991548417683525,2010-03-06 01:00:00
-0.2989511167546677,-1.1870479887889183,2010-03-06 02:00:00
-0.9849073886634858,-0.6887965774320752,2010-03-06 03:00:00
-1.3958575551979506,0.3105599188861745,2010-03-06 04:00:00
-1.576076975726722,0.8076698608011922,2010-03-06 05:00:00
-1.777498681023584,0.5765222988315227,2010-03-06 06:00:00
-1.8766505421449495,0.14618831926329845,2010-03-06 07:00:00
-1.856071853987685,-0.05870544554438384,2010-03-06 08:00:00
-1.774380697969453,-0.3474972143262425,2010-03-06 09:00:00
-2.1684937560116104,-0.766987234197124,2010-03-06 10:00:00
-2.317533345999072,-1.5643036393122556,2010-03-06 11:00:00
-2.578820325935249,-2.052852560413582,2010-03-06 12:00:00
-2.681713766721572,-2.2195070989201087,2010-03-06 13:00:00
-2.6492867429586093,-2.5613771967468546,2010-03-06 14:00:00
-2.352454756205339,-2.6943583867195287,2010-03-06 15:00:00
-2.0175833761916704,-2.7017779380913947,2010-03-06 16:00:00
-1.4900206434327066,-3.0653359553128254,2010-03-06 17:00:00
-1.007356866653229,-3.4694161377190627,2010-03-06 18:00:00
-0.6406820594874244,-3.6897197399913892,2010-03-06 19:00:00
-0.32389498118771565,-3.8546620743351783,2010-03-06 20:00:00
-0.1480407369347277,-3.9368478741466157,2010-03-06 21:00:00
0.6077583553866247,-4.391152711993176,2010-03-06 22:00:00
0.40945463314389363,-4.092658452955801,2010-03-06 23:00:00
-0.05263045547831935,-3.7838909689419955,2010-03-07 00:00:00
-0.15614749287546825,-3.595548511040783,2010-03-07 01:00:00
0.02594271748578164,-3.5447531208795473,2010-03-07 02:00:00
0.09890352095244684,-3.5784264694134,2010-03-07 03:00:00
0.17622950069489543,-3.607533940179951,2010-03-07 04:00:00
0.30905557880087575,-3.4151963392323497,2010-03-07 05:00:00
0.6545281011985896,-3.29762498672432,2010-03-07 06:00:00
0.9176858709672453,-3.3021908644916227,2010-03-07 07:00:00
1.2307313696019968,-3.081887262219295,2010-03-07 08:00:00
1.4221755291256397,-2.8764227626907006,2010-03-07 09:00:00
1.47954641732165,-3.0727555066846914,2010-03-07 10:00:00
1.7857323532373135,-2.989998972152341,2010-03-07 11:00:00
1.8206537634435807,-2.9568963583394003,2010-03-07 12:00:00
1.7576705057501345,-2.8541641085751026,2010-03-07 13:00:00
1.7582941023609606,-2.695499856161354,2010-03-07 14:00:00
1.8088054278378827,-2.4323911498205693,2010-03-07 15:00:00
2.137440841743289,-2.3365077167072252,2010-03-07 16:00:00
2.4872785404167863,-2.2782927751741235,2010-03-07 17:00:00
2.7423295542447015,-2.2195070989201087,2010-03-07 18:00:00
3.065352598652672,-2.335936981986313,2010-03-07 19:00:00
3.2960833446583657,-2.604182300815312,2010-03-07 20:00:00
3.44138135498087,-2.6743826714875816,2010-03-07 21:00:00
3.7201290400201805,-3.067048159475563,2010-03-07 22:00:00
4.026314975935844,-2.5140062149110953,2010-03-07 23:00:00
4.185332111696525,-2.2417657530357067,2010-03-08 00:00:00
4.407956101761478,-1.9078859413017393,2010-03-08 01:00:00
4.7864792445329805,-1.7823243027009312,2010-03-08 02:00:00
4.827636620847509,-1.752075362492555,2010-03-08 03:00:00
4.702293702071444,-1.6259429891708341,2010-03-08 04:00:00
4.548265339197372,-1.4284687757350174,2010-03-08 05:00:00
4.314416610137548,-1.2492580733684095,2010-03-08 06:00:00
4.161011843874303,-1.0911645556755738,2010-03-08 07:00:00
3.9321518877010875,-1.1870479887889183,2010-03-08 08:00:00
3.259914741230446,-1.2241457456482479,2010-03-08 09:00:00
2.863307296744984,-1.4381712659905348,2010-03-08 10:00:00
2.0657272314982764,-1.4587177159433942,2010-03-08 11:00:00
1.4203047392931611,-1.4684202061989111,2010-03-08 12:00:00
1.1640065322435937,-1.3411463634353649,2010-03-08 13:00:00
0.99563544732052,-1.359980609225486,2010-03-08 14:00:00
0.9301578031837694,-1.3320146079007606,2010-03-08 15:00:00
0.8484666471655373,-1.3314438731798475,2010-03-08 16:00:00
0.910202711637331,-1.4267565715722792,2010-03-08 17:00:00
1.0692198473980115,-1.5043764936164152,2010-03-08 18:00:00
1.5213273902470053,-1.6031136003343234,2010-03-08 19:00:00
2.0700924077740597,-1.6464894391236935,2010-03-08 20:00:00
2.6406833066800313,-1.5534596796149127,2010-03-08 21:00:00
3.6671233280999536,-1.5038057588955025,2010-03-08 22:00:00
3.95647215552331,-1.4724153492453003,2010-03-08 23:00:00
4.308180644029286,-1.5391913115920939,2010-03-09 00:00:00
4.746569061440104,-1.4826885742217304,2010-03-09 01:00:00
4.958591909121011,-1.3063315454596862,2010-03-09 02:00:00
4.931777254855485,-1.2110188470672545,2010-03-09 03:00:00
4.392989783101649,-0.9387783851918658,2010-03-09 04:00:00
4.046270067482283,-0.5563861221803141,2010-03-09 05:00:00
4.088674637018464,-0.14089124535582176,2010-03-09 06:00:00
4.386753816993387,-0.1905451660752322,2010-03-09 07:00:00
4.455973040795095,-0.5232835083673737,2010-03-09 08:00:00
4.707906071568879,-0.8343339312648304,2010-03-09 09:00:00
4.349961616954642,-1.891334634395269,2010-03-09 10:00:00
4.5526305154731554,-1.514649718592845,2010-03-09 11:00:00
4.534546213759196,-1.5563133532194768,2010-03-09 12:00:00
4.417310050923871,-1.5928403753578937,2010-03-09 13:00:00
4.159764650652651,-1.5232107394065364,2010-03-09 14:00:00
3.90720802326804,-1.4221906938049773,2010-03-09 15:00:00
3.847342748628725,-1.453581103455179,2010-03-09 16:00:00
3.8610618740669014,-1.5129375144301067,2010-03-09 17:00:00
3.815539321476589,-1.543186454638483,2010-03-09 18:00:00
3.905960830046388,-1.5831378851023767,2010-03-09 19:00:00
3.8722866130617732,-1.7440850763997762,2010-03-09 20:00:00
3.7538032570047952,-1.6824457265411976,2010-03-09 21:00:00
3.445122934645827,-1.4033564480148562,2010-03-09 22:00:00
3.362808182016769,-1.0084080211432231,2010-03-09 23:00:00
3.4756791685763107,-0.7698409078016877,2010-03-10 00:00:00
3.6596401687700393,-0.5843521235050395,2010-03-10 01:00:00
4.020702606438409,-0.29384815056044267,2010-03-10 02:00:00
3.9839104063996627,-0.26416994507297886,2010-03-10 03:00:00
