U,V,Date
1.9420429486618493,0.06436440678832345,2018-06-01 00:00:00
0.8392299246199009,0.971005383046891,2018-06-01 01:00:00
-0.6936202433079703,1.9804892163138932,2018-06-01 02:00:00
-1.731503152709768,2.649869917193353,2018-06-01 03:00:00
-2.262431705498079,2.950730380459256,2018-06-01 04:00:00
-2.4237580672578387,2.5348483008023406,2018-06-01 05:00:00
-2.3558311780958348,1.7423268106101502,2018-06-01 06:00:00
-2.1016048061586283,0.8401964859747595,2018-06-01 07:00:00
-1.74798541257996,0.27636503307764027,2018-06-01 08:00:00
-1.2590117030975925,-0.3560283244917686,2018-06-01 09:00:00
-1.240531593546165,-0.8472382862557388,2018-06-01 10:00:00
-0.6182014178413335,-1.01728985244951,2018-06-01 11:00:00
-0.20214922172405864,-0.9185065819019346,2018-06-01 12:00:00
0.11800618969391645,-1.1228391004318508,2018-06-01 13:00:00
0.47162558327258475,-1.2798097769184085,2018-06-01 14:00:00
0.6099766736981371,-1.427308084996295,2018-06-01 15:00:00
0.7533223883267781,-1.4895550773961368,2018-06-01 16:00:00
0.9710880035814382,-1.7444068941056348,2018-06-01 17:00:00
1.3871401996987132,-1.8337177962445383,2018-06-01 18:00:00
1.7737241130177657,-2.049326943832397,2018-06-01 19:00:00
2.024953710433119,-1.9081435480269582,2018-06-01 20:00:00
2.6517790479207304,-1.61810864865668,2018-06-01 21:00:00
3.7266221764253826,-1.8634880969575063,2018-06-01 22:00:00
3.8150270248200497,-1.684866292679699,2018-06-01 23:00:00
3.8529861687635227,-1.2798097769184085,2018-06-02 00:00:00
3.4164560134135846,-0.31317713407158754,2018-06-02 01:00:00
3.4149576261526584,0.5871489299145324,2018-06-02 02:00:00
3.5168479598956646,0.8807923505833519,2018-06-02 03:00:00
3.5662947395062408,0.7003662856562738,2018-06-02 04:00:00
3.8225189611246826,0.837941160163171,2018-06-02 05:00:00
4.750020675638223,1.284946736020007,2018-06-02 06:00:00
5.544665386349609,1.1834570744985256,2018-06-02 07:00:00
5.826861653824111,0.2271989303850115,2018-06-02 08:00:00
5.519692265334166,-0.4304540762741883,2018-06-02 09:00:00
5.258473419512636,-0.6420036374011874,2018-06-02 10:00:00
4.872888431034201,-1.5306020071670472,2018-06-02 11:00:00
4.552233557195917,-2.0019651017890387,2018-06-02 12:00:00
4.265042665518326,-2.2771148508028327,2018-06-02 13:00:00
4.06775500949633,-2.4818984344950668,2018-06-02 14:00:00
3.8619764923290822,-2.545498622381862,2018-06-02 15:00:00
3.9333996184332483,-2.4963325196892328,2018-06-02 16:00:00
4.326476543216315,-2.496783584851551,2018-06-02 17:00:00
4.434360426003027,-2.5933115295875373,2018-06-02 18:00:00
4.419376553393763,-2.6095498754309743,2018-06-02 19:00:00
4.558227106239624,-2.105710089122109,2018-06-02 20:00:00
5.147592762204071,-1.738091981833187,2018-06-02 21:00:00
5.9352449990311325,-1.5621765685292859,2018-06-02 22:00:00
6.105062221936143,-0.9482768826149025,2018-06-02 23:00:00
5.710986372312457,-0.3826411690685126,2018-06-03 00:00:00
5.044204041200138,0.11894329142876459,2018-06-03 01:00:00
2.4939489231031327,0.5442977394943513,2018-06-03 02:00:00
-0.12822878351834832,1.3756108336458637,2018-06-03 03:00:00
0.12350027631731383,2.5659717970022617,2018-06-03 04:00:00
0.13299006230318206,1.3318575129010473,2018-06-03 05:00:00
0.6224632342058585,0.5519658472537521,2018-06-03 06:00:00
2.1772897486273193,-0.38354329939314796,2018-06-03 07:00:00
2.7451785205184858,-1.6059298892741023,2018-06-03 08:00:00
3.1897000745933655,-2.5933115295875373,2018-06-03 09:00:00
3.954876502506529,-2.573013597283241,2018-06-03 10:00:00
5.249982558367385,-2.172467733145128,2018-06-03 11:00:00
5.646056257672306,-2.556324186277486,2018-06-03 12:00:00
5.573134744307214,-2.826512218505786,2018-06-03 13:00:00
5.23499868575812,-2.525651755239883,2018-06-03 14:00:00
4.720052930419692,-2.2509530713884063,2018-06-03 15:00:00
4.745026051435135,-2.1102207407452855,2018-06-03 16:00:00
5.123618566029245,-1.9663309539659408,2018-06-03 17:00:00
5.508204629667063,-1.924832959032713,2018-06-03 18:00:00
5.51819387807324,-2.065565289675834,2018-06-03 19:00:00
5.546663236030844,-1.8301092749459968,2018-06-03 20:00:00
6.146018140401469,-1.7317770695607393,2018-06-03 21:00:00
6.381264940366939,-1.1661413560143492,2018-06-03 22:00:00
7.1124779236991005,-1.0768304538754456,2018-06-03 23:00:00
7.717826377113431,-1.4218953030484827,2018-06-04 00:00:00
7.952573714658592,-1.8206369065373254,2018-06-04 01:00:00
8.135376960491632,-1.6753939242710274,2018-06-04 02:00:00
8.078937706996731,-2.3073362166781184,2018-06-04 03:00:00
8.120892550302676,-2.6357116548454007,2018-06-04 04:00:00
7.9390882293102525,-1.8508582724126108,2018-06-04 05:00:00
7.8991312356855445,-1.7665090870592017,2018-06-04 06:00:00
7.47808441536518,-1.5450360923612134,2018-06-04 07:00:00
7.41764946250781,-1.5892404782683476,2018-06-04 08:00:00
7.136452119873925,-1.6844152275173812,2018-06-04 09:00:00
6.605024104665305,-1.3826526339268432,2018-06-04 10:00:00
6.071598239775449,-1.3758866564920775,2018-06-04 11:00:00
5.408312145605292,-1.1747115940983854,2018-06-04 12:00:00
4.967286828472575,-1.0443537621885715,2018-06-04 13:00:00
4.800965842509727,-1.2631203659126538,2018-06-04 14:00:00
4.5642206552833295,-1.5134615309989747,2018-06-04 15:00:00
4.469322795424648,-1.8174794504011014,2018-06-04 16:00:00
4.3399620285646545,-2.093531329739531,2018-06-04 17:00:00
4.02829747829193,-2.246893484927547,2018-06-04 18:00:00
3.7510958350205166,-2.332144800605592,2018-06-04 19:00:00
3.8509883190822873,-2.2631318307709845,2018-06-04 20:00:00
4.226084596734236,-1.974901192049977,2018-06-04 21:00:00
4.746024976275752,-1.372278135193536,2018-06-04 22:00:00
4.915842199180762,-0.7746167951225897,2018-06-04 23:00:00
5.180057819524146,-0.4683435499088747,2018-06-05 00:00:00
5.232001911236266,-0.25814718426882866,2018-06-05 01:00:00
5.121121253927702,-0.179210780863232,2018-06-05 02:00:00
5.1231191036089365,-0.15350006661112336,2018-06-05 03:00:00
4.715557768636912,0.20329247678217366,2018-06-05 04:00:00
4.454838385235691,0.3413184164513884,2018-06-05 05:00:00
4.207604487182809,0.41168458177294887,2018-06-05 06:00:00
4.010316831160812,0.3471822635615185,2018-06-05 07:00:00
3.7451022859768104,0.1920158477242313,2018-06-05 08:00:00
3.5173474223159733,-0.31001967793536367,2018-06-05 09:00:00
3.75409260954237,-1.0123281356640152,2018-06-05 10:00:00
3.589270010840448,-1.6785513804072512,2018-06-05 11:00:00
3.229657068218074,-2.1043568936351553,2018-06-05 12:00:00
2.7157102377202635,-2.4110812040111886,2018-06-05 13:00:00
2.424523646680202,-2.645184023254072,2018-06-05 14:00:00
2.1318386683792134,-2.9356699877866683,2018-06-05 15:00:00
1.8381547652376078,-3.1066236843050747,2018-06-05 16:00:00
1.653853132143641,-3.0809129700529656,2018-06-05 17:00:00
1.4650563372668943,-3.1043683584934865,2018-06-05 18:00:00
1.182860069792392,-3.1174492482006997,2018-06-05 19:00:00
0.8137573411841494,-2.7949376571435467,2018-06-05 20:00:00
0.3967062202262567,-2.0380503147744546,2018-06-05 21:00:00
-0.3060374051483002,-0.6934250659054046,2018-06-05 22:00:00
-1.591653675023289,0.6015830151086986,2018-06-05 23:00:00
-2.7953581079676257,1.5167942294513024,2018-06-06 00:00:00
-3.42518021997709,2.072055444264385,2018-06-06 01:00:00
-4.113938897582999,2.131596045690321,2018-06-06 02:00:00
-4.647364762472855,1.7833737403810603,2018-06-06 03:00:00
-4.852144354799485,1.4229726756892218,2018-06-06 04:00:00
-4.70180616628652,1.122112212423319,2018-06-06 05:00:00
-4.46655936632105,0.7436685412387727,2018-06-06 06:00:00
-4.125426533250103,0.48430607290609784,2018-06-06 07:00:00
-3.9606039345481814,0.003921675037752315,2018-06-06 08:00:00
-3.659927557522251,-0.40068377556122037,2018-06-06 09:00:00
-3.527570016140405,-0.2166491893356007,2018-06-06 10:00:00
-3.6344549740864998,-0.7001910433401701,2018-06-06 11:00:00
-3.6893958403204734,-1.0159366569625568,2018-06-06 12:00:00
-3.4951049588203293,-1.1981669825389059,2018-06-06 13:00:00
-3.5910017435196293,-1.3907718068485617,2018-06-06 14:00:00
-3.818756607180467,-1.5675893504770981,2018-06-06 15:00:00
-3.829245318006952,-1.6235214306044925,2018-06-06 16:00:00
-4.167880838976355,-1.6817088365434751,2018-06-06 17:00:00
-4.443084632566534,-1.749819676053447,2018-06-06 18:00:00
-4.552466902614173,-1.6235214306044925,2018-06-06 19:00:00
-4.753250795578332,-1.4972231851555378,2018-06-06 20:00:00
-5.05492609744488,-1.2378607168228628,2018-06-06 21:00:00
-4.8366610197699105,-0.7502592763574343,2018-06-06 22:00:00
-5.279184724163555,-0.29964517920205663,2018-06-06 23:00:00
-5.379576670645634,-0.29829198371510357,2018-06-07 00:00:00
-5.312149243903939,-0.484130830589994,2018-06-07 01:00:00
-5.438513236242079,-0.5553991262361899,2018-06-07 02:00:00
-5.231735794234213,-0.5544969959115544,2018-06-07 03:00:00
-4.970017485992375,-0.6176461186360318,2018-06-07 04:00:00
-5.1168594375631775,-0.632080203830198,2018-06-07 05:00:00
-4.758245419781421,-0.8210765068413124,2018-06-07 06:00:00
-4.570447549745292,-1.0813411054986226,2018-06-07 07:00:00
-4.545973891150157,-1.3474695512660628,2018-06-07 08:00:00
-4.1818657867450035,-1.4489592127875444,2018-06-07 09:00:00
-3.958106622446637,-2.0867653523047656,2018-06-07 10:00:00
-3.9111571549376047,-2.172467733145128,2018-06-07 11:00:00
-3.7618178912652573,-2.391685402031528,2018-06-07 12:00:00
-3.619970563897543,-2.384919424596762,2018-06-07 13:00:00
-3.3692404289024984,-2.3163575199244724,2018-06-07 14:00:00
-3.2179033155489156,-2.3150043244375196,2018-06-07 15:00:00
-3.001636087555182,-2.429574875666214,2018-06-07 16:00:00
-2.7918618710254637,-2.501745301637045,2018-06-07 17:00:00
-2.2644295551793148,-2.2969617179448116,2018-06-07 18:00:00
-2.153548897870749,-2.2879404146984577,2018-06-07 19:00:00
-2.467211297824709,-2.3073362166781184,2018-06-07 20:00:00
-3.0475866302235968,-2.4196514420952244,2018-06-07 21:00:00
-3.3078065512045094,-2.167506016359633,2018-06-07 22:00:00
-3.674911430131517,-1.8946115931574272,2018-06-07 23:00:00
-3.7113721868140632,-1.4836912302860068,2018-06-08 00:00:00
-3.9606039345481814,-0.9500811432641733,2018-06-08 01:00:00
-4.251790525588243,-0.5427693016912944,2018-06-08 02:00:00
-4.632380889863589,-0.5590076475347314,2018-06-08 03:00:00
-4.690318530619416,-0.7827359680443083,2018-06-08 04:00:00
-4.469556140842903,-0.8585149153136811,2018-06-08 05:00:00
-4.145405030062457,-0.8639276972614935,2018-06-08 06:00:00
-3.6619254072034866,-1.1228391004318508,2018-06-08 07:00:00
-3.2698474072610364,-1.6298363428769402,2018-06-08 08:00:00
-2.733424767849328,-1.7457600895925878,2018-06-08 09:00:00
-2.8338167143314075,-2.2748595249912444,2018-06-08 10:00:00
-2.6804817512965897,-2.4106301388488705,2018-06-08 11:00:00
-2.620046798439218,-2.5662476198484754,2018-06-08 12:00:00
-2.4252564545187654,-2.7426140983146947,2018-06-08 13:00:00
-2.239456434163872,-2.8377888475637283,2018-06-08 14:00:00
-2.29689461249939,-2.830120739804327,2018-06-08 15:00:00
-2.382302686372204,-2.7908780706826875,2018-06-08 16:00:00
-2.54512743539289,-2.775541855163886,2018-06-08 17:00:00
-2.8333172519110987,-2.8201973062333376,2018-06-08 18:00:00
-3.3667431168009543,-2.949653007818517,2018-06-08 19:00:00
-3.694390464523562,-3.0321979325226547,2018-06-08 20:00:00
-3.7033807880891216,-3.0267851505748427,2018-06-08 21:00:00
-3.550545287474612,-3.0502405390153626,2018-06-08 22:00:00
-3.18993342001162,-2.994759524050286,2018-06-08 23:00:00
-3.6284614250427936,-3.2369815162148887,2018-06-09 00:00:00
-3.6694173435081194,-3.1427088972904906,2018-06-09 01:00:00
-3.5949974428821,-3.092640664273226,2018-06-09 02:00:00
-3.6149759396944545,-3.188266478684578,2018-06-09 03:00:00
-3.5575377613589363,-3.255926253032232,2018-06-09 04:00:00
-3.4601425893987097,-3.2906582705306944,2018-06-09 05:00:00
-3.3587517180760127,-3.3763606513710567,2018-06-09 06:00:00
-2.8842624187826016,-3.266751816927856,2018-06-09 07:00:00
-2.689472074862149,-3.319075375756709,2018-06-09 08:00:00
-2.123081690231909,-3.0921895991109087,2018-06-09 09:00:00
-1.171605779543543,-2.7417119679900592,2018-06-09 10:00:00
-1.1411385719047031,-2.6321031335468588,2018-06-09 11:00:00
-1.280988049591182,-2.7426140983146947,2018-06-09 12:00:00
-1.1541245948327332,-2.9397295742475276,2018-06-09 13:00:00
-0.6826320700611757,-3.1968367167686136,2018-06-09 14:00:00
